,name,url,price,product_code,img_url,size,category_path,img_file
0,Knife Br Rice Bran Oil 2LT,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13610&productId=75136&errorViewName=ProductDisplayErrorView&langId=-1&top_category=13501&parent_category_rn=13548&storeId=10001,7.75,75136.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/13026782_M1.jpg,,Groceries->Oil->Others,13026782_M1.jpg
1,FairPrice Peanut Oil 2LT,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13610&productId=75704&errorViewName=ProductDisplayErrorView&langId=-1&top_category=13501&parent_category_rn=13548&storeId=10001,9.5,75704.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/13042804_M1.jpg,,Groceries->Oil->Others,13042804_M1.jpg
2,FairPrice Rice Bran Oil 3LT,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13610&productId=74398&errorViewName=ProductDisplayErrorView&langId=-1&top_category=13501&parent_category_rn=13548&storeId=10001,10.8,74398.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/13008384_M1.jpg,,Groceries->Oil->Others,13008384_M1.jpg
3,Rice Field 100 Pure Rice Bran Oil 5LT,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13610&productId=73476&errorViewName=ProductDisplayErrorView&langId=-1&top_category=&parent_category_rn=13610&storeId=10001,21.35,73476.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/12361874_M1.jpg,,Groceries->Oil->Others,12361874_M1.jpg
4,Cock Brand 100 Pure Groundnut Oil  2LT,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13610&productId=73308&errorViewName=ProductDisplayErrorView&langId=-1&top_category=13501&parent_category_rn=13548&storeId=10001,10.95,73308.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/12254622_M1.jpg,,Groceries->Oil->Others,12254622_M1.jpg
5,King Rooster Cooking Oil 500ML,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13610&productId=73224&errorViewName=ProductDisplayErrorView&langId=-1&top_category=13501&parent_category_rn=13548&storeId=10001,2.2,73224.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/12201299_M1.jpg,,Groceries->Oil->Others,12201299_M1.jpg
6,Naturel Premium Blend Of Canola  Sunflower Oil 1LT,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13610&productId=25222&errorViewName=ProductDisplayErrorView&langId=-1&top_category=13501&parent_category_rn=13548&storeId=10001,5.9,25222.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/12198042_M1.jpg,,Groceries->Oil->Others,12198042_M1.jpg
7,Naturel Premium Blend Of Canola  Sunflower Oil  2LT,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13610&productId=25106&errorViewName=ProductDisplayErrorView&langId=-1&top_category=13501&parent_category_rn=13548&storeId=10001,8.5,25106.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/12176177_M1.jpg,,Groceries->Oil->Others,12176177_M1.jpg
8,FairPrice Olive Oil - Sunflower  Extra Virgin 1LT,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13610&productId=21392&errorViewName=ProductDisplayErrorView&langId=-1&top_category=13501&parent_category_rn=13548&storeId=10001,5.95,21392.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/11449049_M1.jpg,,Groceries->Oil->Others,11449049_M1.jpg
9,FairPrice - Grapeseed Oil 1LT,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13610&productId=21390&errorViewName=ProductDisplayErrorView&langId=-1&top_category=13501&parent_category_rn=13548&storeId=10001,8.95,21390.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/11448142_M1.jpg,,Groceries->Oil->Others,11448142_M1.jpg
10,FairPrice  Rice Bran Oil 1LT,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13610&productId=21242&errorViewName=ProductDisplayErrorView&langId=-1&top_category=&parent_category_rn=13610&storeId=10001,4.15,21242.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/11424394_M1.jpg,,Groceries->Oil->Others,11424394_M1.jpg
11,FairPrice Rice Bran Oil 2LT,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13610&productId=21238&errorViewName=ProductDisplayErrorView&langId=-1&top_category=&parent_category_rn=13610&storeId=10001,6.5,21238.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/11424378_M1.jpg,,Groceries->Oil->Others,11424378_M1.jpg
12,Borges - Grapeseed Oil 500ML,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13610&productId=20660&errorViewName=ProductDisplayErrorView&langId=-1&top_category=13501&parent_category_rn=13548&storeId=10001,5.9,20660.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/11202011_M1.jpg,,Groceries->Oil->Others,11202011_M1.jpg
13,FairPrice Canola Olive Oil Blend  2LT,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?storeId=10001&errorViewName=ProductDisplayErrorView&parent_category_rn=13598&productId=19632&urlRequestType=Base&categoryId=13610&top_category=&catalogId=10051,9.9,19632.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/10755992_M1.jpg,,Groceries->Oil->Others,10755992_M1.jpg
14,FairPrice Canola Olive Oil Blend 1LT,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13610&productId=19630&errorViewName=ProductDisplayErrorView&langId=-1&top_category=13501&parent_category_rn=13548&storeId=10001,6.4,19630.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/10755984_M1.jpg,,Groceries->Oil->Others,10755984_M1.jpg
15,Rice Field 100 Pure Rice Bran Oil 2LT,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13610&productId=17282&errorViewName=ProductDisplayErrorView&langId=-1&top_category=&parent_category_rn=13610&storeId=10001,9.25,17282.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/227498_M1.jpg,,Groceries->Oil->Others,227498_M1.jpg
16,Oki Premium Blended Sunflower  Canola Oil 2L,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13610&productId=69998&errorViewName=ProductDisplayErrorView&langId=-1&top_category=13501&parent_category_rn=13548&storeId=10001,6.95,69998.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/13055217_M1.jpg,,Groceries->Oil->Others,13055217_M1.jpg
17,FairPrice Pure Grapeseed Oil 500ML,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13610&productId=21400&errorViewName=ProductDisplayErrorView&langId=-1&top_category=13501&parent_category_rn=13548&storeId=10001,4.85,21400.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/11449268_M1.jpg,,Groceries->Oil->Others,11449268_M1.jpg
18,Melrose Organic Unrefined Coconut Oil 300G,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13610&productId=171068&errorViewName=ProductDisplayErrorView&langId=-1&top_category=&parent_category_rn=13610&storeId=10001,17.6,171068.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/13028145_M1.jpg,,Groceries->Oil->Others,13028145_M1.jpg
19,Merito Virgin Coconut Oil 300ML,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13610&productId=151164&errorViewName=ProductDisplayErrorView&langId=-1&top_category=&parent_category_rn=13708&storeId=10001,12.5,151164.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/13060266_M1.jpg,,Groceries->Oil->Others,13060266_M1.jpg
20,Star Lion Brown Rice Vermicell 200G,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13600&productId=21694&errorViewName=ProductDisplayErrorView&langId=-1&top_category=13501&parent_category_rn=13586&storeId=10001,1.15,21694.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/11511324_M1.jpg,,Groceries->Noodles->Vermicelli,11511324_M1.jpg
21,Pasar Bean Vermicelli LK 150G,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13813&productId=11594&errorViewName=ProductDisplayErrorView&langId=-1&top_category=13510&parent_category_rn=13569&storeId=10001,0.85,11594.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/10521694_M1.jpg,,Groceries->Noodles->Vermicelli,10521694_M1.jpg
22,FairPrice Rice Vermicelli  400G,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13805&productId=18994&errorViewName=ProductDisplayErrorView&langId=-1&top_category=&parent_category_rn=13610&storeId=10001,1.1,18994.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/10459245_M1.jpg,,Groceries->Noodles->Vermicelli,10459245_M1.jpg
23,Myojo Instant Bee Hoon - Soto 5S 55G,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13600&productId=16970&errorViewName=ProductDisplayErrorView&langId=-1&top_category=13501&parent_category_rn=13547&storeId=10001,2.8,16970.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/92239_M1.jpg,,Groceries->Noodles->Vermicelli,92239_M1.jpg
24,Chilli Brand Rice Vermicelli  400G,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13600&productId=16968&errorViewName=ProductDisplayErrorView&langId=-1&top_category=&parent_category_rn=13610&storeId=10001,1.4,16968.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/92213_M1.jpg,,Groceries->Noodles->Vermicelli,92213_M1.jpg
25,Myojo Instant Bee Hoon - Tom Yam 5S 60G,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13600&productId=16952&errorViewName=ProductDisplayErrorView&langId=-1&top_category=13501&parent_category_rn=13547&storeId=10001,2.8,16952.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/79831_M1.jpg,,Groceries->Noodles->Vermicelli,79831_M1.jpg
26,Tai Sun Bee Hoon Rice Vermicelli 400G,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13600&productId=16934&errorViewName=ProductDisplayErrorView&langId=-1&top_category=&parent_category_rn=13587&storeId=10001,1.2,16934.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/70227_M1.jpg,,Groceries->Noodles->Vermicelli,70227_M1.jpg
27,Myojo Instant Bee Hoon - Chicken 5S 60G,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13600&productId=16874&errorViewName=ProductDisplayErrorView&langId=-1&top_category=13501&parent_category_rn=13547&storeId=10001,2.8,16874.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/53661_M1.jpg,,Groceries->Noodles->Vermicelli,53661_M1.jpg
28,Peacock Brown Rice Vermicelli 300G,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13600&productId=19598&errorViewName=ProductDisplayErrorView&langId=-1&top_category=&parent_category_rn=13610&storeId=10001,1.5,19598.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/10737217_M1.jpg,,Groceries->Noodles->Vermicelli,10737217_M1.jpg
29,ecoBrowns Brown Rice Vermicelli 300G,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13600&productId=100358&errorViewName=ProductDisplayErrorView&langId=-1&top_category=&parent_category_rn=13632&storeId=10001,1.6,100358.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/13031142_M1.jpg,,Groceries->Noodles->Vermicelli,13031142_M1.jpg
30,Wai Wai Vermicelli 500G,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13600&productId=17396&errorViewName=ProductDisplayErrorView&langId=-1&top_category=13501&parent_category_rn=13547&storeId=10001,1.95,17396.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/257651_M1.jpg,,Groceries->Noodles->Vermicelli,257651_M1.jpg
31,Ah Lai White Curry Rice Vermicelli 4S 90G,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13600&productId=168682&errorViewName=ProductDisplayErrorView&langId=-1&top_category=13501&parent_category_rn=13547&storeId=10001,3.75,168682.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/13062630_M1.jpg,,Groceries->Noodles->Vermicelli,13062630_M1.jpg
32,Sun Kee Bean Vermicelli 180G,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13600&productId=13018&errorViewName=ProductDisplayErrorView&langId=-1&top_category=13501&parent_category_rn=13547&storeId=10001,1.35,13018.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/11104665_M1.jpg,,Groceries->Noodles->Vermicelli,11104665_M1.jpg
33,Sun Kee Bean Vermicelli LK 250G,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13600&productId=15486&errorViewName=ProductDisplayErrorView&langId=-1&top_category=&parent_category_rn=13597&storeId=10001,0.8,15486.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/11937704_M1.jpg,,Groceries->Noodles->Vermicelli,11937704_M1.jpg
34,Pasar Bean Vermicelli - Thai 150G,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13600&productId=11668&errorViewName=ProductDisplayErrorView&langId=-1&top_category=13501&parent_category_rn=13547&storeId=10001,0.8,11668.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/10600763_M1.jpg,,Groceries->Noodles->Vermicelli,10600763_M1.jpg
35,Fassler - Salmon Trout Fillet 500G,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13698&productId=456180&errorViewName=ProductDisplayErrorView&langId=-1&top_category=13505&parent_category_rn=13522&storeId=10001,17.9,456180.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/13073970_M1.jpg,,Chilled & Frozen->Frozen Meat & Fish->Seafood,13073970_M1.jpg
36,Fassler - Salmon Trout Cutlet 400G,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13698&productId=456400&errorViewName=ProductDisplayErrorView&langId=-1&top_category=13505&parent_category_rn=13522&storeId=10001,12.9,456400.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/13073971_M1.jpg,,Chilled & Frozen->Frozen Meat & Fish->Seafood,13073971_M1.jpg
37,Fish Bay - Fishwing 600G,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13698&productId=447010&errorViewName=ProductDisplayErrorView&langId=-1&top_category=13505&parent_category_rn=13522&storeId=10001,6.5,447010.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/13074874_M1.jpg,,Chilled & Frozen->Frozen Meat & Fish->Seafood,13074874_M1.jpg
38,Fish Bay - Nile Perch Pre-Cuts 450G,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13698&productId=447008&errorViewName=ProductDisplayErrorView&langId=-1&top_category=13505&parent_category_rn=13522&storeId=10001,7.3,447008.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/13074873_M1.jpg,,Chilled & Frozen->Frozen Meat & Fish->Seafood,13074873_M1.jpg
39,Okeanoss Frozen Salmon Steak 800G,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13698&productId=381078&errorViewName=ProductDisplayErrorView&langId=-1&top_category=13505&parent_category_rn=13522&storeId=10001,15.95,381078.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/13077973_M1.jpg,,Chilled & Frozen->Frozen Meat & Fish->Seafood,13077973_M1.jpg
40,Fish Bay - Nile Fish White Fillet 450G,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13698&productId=298522&errorViewName=ProductDisplayErrorView&langId=-1&top_category=13505&parent_category_rn=13522&storeId=10001,8.5,298522.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/13067890_M1.jpg,,Chilled & Frozen->Frozen Meat & Fish->Seafood,13067890_M1.jpg
41,Seaco - Frozen White Snapper Fillet 500G,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13698&productId=255884&errorViewName=ProductDisplayErrorView&langId=-1&top_category=&parent_category_rn=13637&storeId=10001,6.15,255884.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/13050989_M1.jpg,,Chilled & Frozen->Frozen Meat & Fish->Seafood,13050989_M1.jpg
42,Fish Bay - White Fish Loin 600G,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13698&productId=242582&errorViewName=ProductDisplayErrorView&langId=-1&top_category=13505&parent_category_rn=13522&storeId=10001,16.9,242582.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/13033373_M1.jpg,,Chilled & Frozen->Frozen Meat & Fish->Seafood,13033373_M1.jpg
43,Seaco - Alaskan Pollock Fillet 400G,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13698&productId=170070&errorViewName=ProductDisplayErrorView&langId=-1&top_category=13505&parent_category_rn=13505&storeId=10001,3.5,170070.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/13062731_M1.jpg,,Chilled & Frozen->Frozen Meat & Fish->Seafood,13062731_M1.jpg
44,Seagift - Crispy Fish Stick 12S 350G,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13698&productId=166400&errorViewName=ProductDisplayErrorView&langId=-1&top_category=13505&parent_category_rn=13522&storeId=10001,5.45,166400.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/12222356_M1.jpg,,Chilled & Frozen->Frozen Meat & Fish->Seafood,12222356_M1.jpg
45,Chiloe Seafoods - Mussels Butter  Garlic Sauce 500G,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13698&productId=168284&errorViewName=ProductDisplayErrorView&langId=-1&top_category=&parent_category_rn=13637&storeId=10001,6.5,168284.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/13055800_M1.jpg,,Chilled & Frozen->Frozen Meat & Fish->Seafood,13055800_M1.jpg
46,Chiloe Seafoods - Mussels Tomato Garlic Sauce 500G,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13698&productId=168282&errorViewName=ProductDisplayErrorView&langId=-1&top_category=&parent_category_rn=13637&storeId=10001,6.5,168282.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/13055789_M1.jpg,,Chilled & Frozen->Frozen Meat & Fish->Seafood,13055789_M1.jpg
47,HV Sutchi Fillets 1KG,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13698&productId=150105&errorViewName=ProductDisplayErrorView&langId=-1&top_category=&parent_category_rn=13637&storeId=10001,5.6,150105.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/13049899_M1.jpg,,Chilled & Frozen->Frozen Meat & Fish->Seafood,13049899_M1.jpg
48,Trapia Frozen Tilapia Fillet Skinless 450G,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13698&productId=138128&errorViewName=ProductDisplayErrorView&langId=-1&top_category=&parent_category_rn=13637&storeId=10001,6.5,138128.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/13018311_M1.jpg,,Chilled & Frozen->Frozen Meat & Fish->Seafood,13018311_M1.jpg
49,Emerald Scallops 1KG,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13698&productId=145544&errorViewName=ProductDisplayErrorView&langId=-1&top_category=13505&parent_category_rn=13522&storeId=10001,35.5,145544.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/13026485_M1.jpg,,Chilled & Frozen->Frozen Meat & Fish->Seafood,13026485_M1.jpg
50,Seaco - Premium Halibut Fillet 320G,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13698&productId=118294&errorViewName=ProductDisplayErrorView&langId=-1&top_category=13505&parent_category_rn=13522&storeId=10001,4.9,118294.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/13013999_M1.jpg,,Chilled & Frozen->Frozen Meat & Fish->Seafood,13013999_M1.jpg
51,Okeanoss IQF Shrimp Meat Tail Off 400G,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13698&productId=120542&errorViewName=ProductDisplayErrorView&langId=-1&top_category=13505&parent_category_rn=13505&storeId=10001,7.6,120542.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/13047093_M1.jpg,,Chilled & Frozen->Frozen Meat & Fish->Seafood,13047093_M1.jpg
52,FishCo Sutchi Fillet 450G,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13698&productId=115716&errorViewName=ProductDisplayErrorView&langId=-1&top_category=13505&parent_category_rn=13505&storeId=10001,3.95,115716.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/12272150_M1.jpg,,Chilled & Frozen->Frozen Meat & Fish->Seafood,12272150_M1.jpg
53,Seaco - Frozen King Snapper Fillet 500G,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13698&productId=96914&errorViewName=ProductDisplayErrorView&langId=-1&top_category=13505&parent_category_rn=13522&storeId=10001,8.75,96914.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/13052409_M1.jpg,,Chilled & Frozen->Frozen Meat & Fish->Seafood,13052409_M1.jpg
54,Trapia Frozen Tilapia Loin Crm Snapper Fillet 400G,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13698&productId=96650&errorViewName=ProductDisplayErrorView&langId=-1&top_category=13505&parent_category_rn=13522&storeId=10001,8.9,96650.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/13018310_M1.jpg,,Chilled & Frozen->Frozen Meat & Fish->Seafood,13018310_M1.jpg
55,Seafresh Tempura Fish Nuggets 400G,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13698&productId=96528&errorViewName=ProductDisplayErrorView&langId=-1&top_category=13505&parent_category_rn=13505&storeId=10001,3.5,96528.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/12259917_M1.jpg,,Chilled & Frozen->Frozen Meat & Fish->Seafood,12259917_M1.jpg
56,Okeanoss Frozen Large Prawn Meat 700G,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13698&productId=78148&errorViewName=ProductDisplayErrorView&langId=-1&top_category=13505&parent_category_rn=13522&storeId=10001,17.6,78148.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/13047034_M1.jpg,,Chilled & Frozen->Frozen Meat & Fish->Seafood,13047034_M1.jpg
57,Okeanoss Frozen Grouper Fillet 500G,http://www.fairprice.com.sg/webapp/wcs/stores/servlet/ProductDisplay?urlRequestType=Base&catalogId=10051&categoryId=13698&productId=78016&errorViewName=ProductDisplayErrorView&langId=-1&top_category=13505&parent_category_rn=13522&storeId=10001,8.2,78016.0,http://s3-ap-southeast-1.amazonaws.com/www.fairprice.com.sg/fpol/media/images/product/M/12448021_M1.jpg,,Chilled & Frozen->Frozen Meat & Fish->Seafood,12448021_M1.jpg
