,Unnamed: 0,store_website,description,regular_price,url,image,promotion_quantity,brand,store_name,store_slug,discount,promotion_price,measurement,image_large_url,product_code,availability,store,name,img_file
0,0,http://www.primeonline.com.sg/,Gaviscon Liquid Peppermint,14.75,http://www.primeonline.com.sg/gaviscon-liquid-peppermint.html,https://www.primeonline.com.sg/media/catalog/product/cache/1/small_image/204x204/040ec09b1e35df139433887a97daa66f/g/a/gavisconliquidpeppermint200ml_022100511_main.jpg,,Gaviscon,Prime Supermarket,prime-supermarket,,,200 ml,https://www.primeonline.com.sg/media/catalog/product/cache/1/image/340x340/040ec09b1e35df139433887a97daa66f/g/a/gavisconliquidpeppermint200ml_022100511_main.jpg,22100511,True,,Gaviscon Liquid Peppermint,gavisconliquidpeppermint200ml_022100511_main.jpg
1,1,http://www.primeonline.com.sg/,Gaviscon Liquid Double Action,14.75,http://www.primeonline.com.sg/gaviscon-liquid-double-action.html,https://www.primeonline.com.sg/media/catalog/product/cache/1/small_image/204x204/040ec09b1e35df139433887a97daa66f/g/a/gavisconliqdoubleaction150ml_022100512_main_2.jpg,,Gaviscon,Prime Supermarket,prime-supermarket,,,150 ml,https://www.primeonline.com.sg/media/catalog/product/cache/1/image/340x340/040ec09b1e35df139433887a97daa66f/g/a/gavisconliqdoubleaction150ml_022100512_main_2.jpg,22100512,True,,Gaviscon Liquid Double Action,gavisconliqdoubleaction150ml_022100512_main_2.jpg
2,2,http://www.primeonline.com.sg/,Vaseline Intensive Care - Aloe Soothe,8.95,http://www.primeonline.com.sg/vaseline-intensive-care-aloe-soothe-3690.html,https://www.primeonline.com.sg/media/catalog/product/cache/1/small_image/204x204/040ec09b1e35df139433887a97daa66f/v/a/vaselineintensivecarealoesooth400ml_030700201_main.jpg,,Vaseline,Prime Supermarket,prime-supermarket,,,400 ml,https://www.primeonline.com.sg/media/catalog/product/cache/1/image/340x340/040ec09b1e35df139433887a97daa66f/v/a/vaselineintensivecarealoesooth400ml_030700201_main.jpg,30700201,True,,Vaseline Intensive Care - Aloe Soothe,vaselineintensivecarealoesooth400ml_030700201_main.jpg
3,3,http://www.primeonline.com.sg/,A1 Vegetarian Soup Spices,3.6,http://www.primeonline.com.sg/a1-vegetarian-soup-spices.html,https://www.primeonline.com.sg/media/catalog/product/cache/1/small_image/204x204/040ec09b1e35df139433887a97daa66f/a/1/a1vegetarianbak40g_021501494_main.jpg,,Lee Kum Kee,Prime Supermarket,prime-supermarket,3.25,,40 g,https://www.primeonline.com.sg/media/catalog/product/cache/1/image/340x340/040ec09b1e35df139433887a97daa66f/a/1/a1vegetarianbak40g_021501494_main.jpg,21501494,True,,A1 Vegetarian Soup Spices,a1vegetarianbak40g_021501494_main.jpg
4,4,http://www.primeonline.com.sg/,Nestle Ice Cream Multipack Milo Cup,3.9,http://www.primeonline.com.sg/nestle-ice-cream-multipack-milo-cup.html,https://www.primeonline.com.sg/media/catalog/product/cache/1/small_image/204x204/040ec09b1e35df139433887a97daa66f/n/e/nestleicecreamultipackmilocup4sx105ml_010700106_main.jpg,,Milo,Prime Supermarket,prime-supermarket,,,4s x 105ml,https://www.primeonline.com.sg/media/catalog/product/cache/1/image/340x340/040ec09b1e35df139433887a97daa66f/n/e/nestleicecreamultipackmilocup4sx105ml_010700106_main.jpg,10700106,True,,Nestle Ice Cream Multipack Milo Cup,nestleicecreamultipackmilocup4sx105ml_010700106_main.jpg
5,5,http://www.primeonline.com.sg/,Tena Value Adult Diapers (M),10.1,http://www.primeonline.com.sg/tena-adult-diapers-value-medium-8205.html,https://www.primeonline.com.sg/media/catalog/product/cache/1/small_image/204x204/040ec09b1e35df139433887a97daa66f/t/e/tenaadultdiapersmedium12s_032600025_main_3.jpg,,Tena,Prime Supermarket,prime-supermarket,,,12s,https://www.primeonline.com.sg/media/catalog/product/cache/1/image/340x340/040ec09b1e35df139433887a97daa66f/t/e/tenaadultdiapersmedium12s_032600025_main_3.jpg,32600025,True,,Tena Value Adult Diapers (M),tenaadultdiapersmedium12s_032600025_main_3.jpg
6,6,http://www.primeonline.com.sg/,Tena Value Adult Diapers (L),10.1,http://www.primeonline.com.sg/tena-adult-diapers-value-large.html,https://www.primeonline.com.sg/media/catalog/product/cache/1/small_image/204x204/040ec09b1e35df139433887a97daa66f/t/e/tenaadultdiaperslarge10s_032600008_main_3.jpg,,Tena,Prime Supermarket,prime-supermarket,,,10 s,https://www.primeonline.com.sg/media/catalog/product/cache/1/image/340x340/040ec09b1e35df139433887a97daa66f/t/e/tenaadultdiaperslarge10s_032600008_main_3.jpg,32600008,True,,Tena Value Adult Diapers (L),tenaadultdiaperslarge10s_032600008_main_3.jpg
7,7,http://www.primeonline.com.sg/,Tiger Balm White,3.0,http://www.primeonline.com.sg/tiger-balm-white.html,https://www.primeonline.com.sg/media/catalog/product/cache/1/small_image/204x204/040ec09b1e35df139433887a97daa66f/t/i/tigerbalmwhite19.4g_022100211_main_2.jpg,,Tiger,Prime Supermarket,prime-supermarket,,,19.4 g,https://www.primeonline.com.sg/media/catalog/product/cache/1/image/340x340/040ec09b1e35df139433887a97daa66f/t/i/tigerbalmwhite19.4g_022100211_main_2.jpg,22100211,True,,Tiger Balm White,tigerbalmwhite19.4g_022100211_main_2.jpg
8,8,http://www.primeonline.com.sg/,Mozquit Mosquitoes Repellent Aqua Spray,8.8,http://www.primeonline.com.sg/mozquit-mosquitoes-repellent-aqua-spray.html,https://www.primeonline.com.sg/media/catalog/product/cache/1/small_image/204x204/040ec09b1e35df139433887a97daa66f/m/o/mozquitmosquitospray120ml_031600298_main.jpg,,Mozquit,Prime Supermarket,prime-supermarket,,,120 ml,https://www.primeonline.com.sg/media/catalog/product/cache/1/image/340x340/040ec09b1e35df139433887a97daa66f/m/o/mozquitmosquitospray120ml_031600298_main.jpg,31600298,False,,Mozquit Mosquitoes Repellent Aqua Spray,mozquitmosquitospray120ml_031600298_main.jpg
9,9,http://www.primeonline.com.sg/,Tena Disposable Pants Normal (XL),25.95,http://www.primeonline.com.sg/tena-disposable-pants-normal-xl.html,https://www.primeonline.com.sg/media/catalog/product/cache/1/small_image/204x204/040ec09b1e35df139433887a97daa66f/t/e/tenadisposablepantsextralarge15s_032600029_main_3.jpg,,Tena,Prime Supermarket,prime-supermarket,19.9,,15 s,https://www.primeonline.com.sg/media/catalog/product/cache/1/image/340x340/040ec09b1e35df139433887a97daa66f/t/e/tenadisposablepantsextralarge15s_032600029_main_3.jpg,32600029,True,,Tena Disposable Pants Normal (XL),tenadisposablepantsextralarge15s_032600029_main_3.jpg
10,10,http://www.primeonline.com.sg/,Tena Disposable Pants Normal (M),12.95,http://www.primeonline.com.sg/tena-disposable-pants-normal-m.html,https://www.primeonline.com.sg/media/catalog/product/cache/1/small_image/204x204/040ec09b1e35df139433887a97daa66f/t/e/tenadisposablepantsmedium10s_032600028_main_3.jpg,,Tena,Prime Supermarket,prime-supermarket,10.9,,10 s,https://www.primeonline.com.sg/media/catalog/product/cache/1/image/340x340/040ec09b1e35df139433887a97daa66f/t/e/tenadisposablepantsmedium10s_032600028_main_3.jpg,32600028,True,,Tena Disposable Pants Normal (M),tenadisposablepantsmedium10s_032600028_main_3.jpg
11,11,http://www.primeonline.com.sg/,Durex Together,14.95,http://www.primeonline.com.sg/durex-together.html,https://www.primeonline.com.sg/media/catalog/product/cache/1/small_image/204x204/040ec09b1e35df139433887a97daa66f/d/u/durextogether12s_022100086_main_2.jpg,,Durex,Prime Supermarket,prime-supermarket,,,12s,https://www.primeonline.com.sg/media/catalog/product/cache/1/image/340x340/040ec09b1e35df139433887a97daa66f/d/u/durextogether12s_022100086_main_2.jpg,22100086,True,,Durex Together,durextogether12s_022100086_main_2.jpg
12,12,http://www.primeonline.com.sg/,Dr. P Adult Diapers (Basic Type) - Medium,6.0,http://www.primeonline.com.sg/dr-p-adult-diapers-basic-type-medium.html,https://www.primeonline.com.sg/media/catalog/product/cache/1/small_image/204x204/040ec09b1e35df139433887a97daa66f/d/r/drpadultdiapersmedium10s_032600002_main_3.jpg,,Dr. P,Prime Supermarket,prime-supermarket,,,10 s,https://www.primeonline.com.sg/media/catalog/product/cache/1/image/340x340/040ec09b1e35df139433887a97daa66f/d/r/drpadultdiapersmedium10s_032600002_main_3.jpg,32600002,True,,Dr. P Adult Diapers (Basic Type) - Medium,drpadultdiapersmedium10s_032600002_main_3.jpg
13,13,http://www.primeonline.com.sg/,Tena Value Adult Diapers (M),7.45,http://www.primeonline.com.sg/tena-adult-diapers-value-medium.html,https://www.primeonline.com.sg/media/catalog/product/cache/1/small_image/204x204/040ec09b1e35df139433887a97daa66f/t/e/tenaadultdiapersmedium10s_032600006_main_3.jpg,,Tena,Prime Supermarket,prime-supermarket,,,10 s,https://www.primeonline.com.sg/media/catalog/product/cache/1/image/340x340/040ec09b1e35df139433887a97daa66f/t/e/tenaadultdiapersmedium10s_032600006_main_3.jpg,32600006,True,,Tena Value Adult Diapers (M),tenaadultdiapersmedium10s_032600006_main_3.jpg
14,14,http://www.primeonline.com.sg/,Gillette Mach 3 Cartridge Refill,16.0,http://www.primeonline.com.sg/gillette-cartridge-refill-mach-3.html,https://www.primeonline.com.sg/media/catalog/product/cache/1/small_image/204x204/040ec09b1e35df139433887a97daa66f/g/i/gillettemach34s_030600010_main_2.jpg,,Gillette,Prime Supermarket,prime-supermarket,11.5,,4 s,https://www.primeonline.com.sg/media/catalog/product/cache/1/image/340x340/040ec09b1e35df139433887a97daa66f/g/i/gillettemach34s_030600010_main_2.jpg,30600010,True,,Gillette Mach 3 Cartridge Refill,gillettemach34s_030600010_main_2.jpg
15,15,http://www.primeonline.com.sg/,Durex Play Top Gel,5.45,http://www.primeonline.com.sg/durex-play-top-gel.html,https://www.primeonline.com.sg/media/catalog/product/cache/1/small_image/204x204/040ec09b1e35df139433887a97daa66f/d/u/durexplaytopgel50ml_022100074_main_2.jpg,,Durex,Prime Supermarket,prime-supermarket,,,50 ml,https://www.primeonline.com.sg/media/catalog/product/cache/1/image/340x340/040ec09b1e35df139433887a97daa66f/d/u/durexplaytopgel50ml_022100074_main_2.jpg,22100074,True,,Durex Play Top Gel,durexplaytopgel50ml_022100074_main_2.jpg
16,16,http://www.primeonline.com.sg/,Gillette Foamy Shave Cream Menthol,6.4,http://www.primeonline.com.sg/health-beauty/gillette-foamy-shave-cream-menthol.html,https://www.primeonline.com.sg/media/catalog/product/cache/1/small_image/204x204/040ec09b1e35df139433887a97daa66f/g/i/gillettefoamyshavementhol175g_030600331_main.jpg,,Gillette,Prime Supermarket,prime-supermarket,,,175 g,https://www.primeonline.com.sg/media/catalog/product/cache/1/image/340x340/040ec09b1e35df139433887a97daa66f/g/i/gillettefoamyshavementhol175g_030600331_main.jpg,30600331,True,,Gillette Foamy Shave Cream Menthol,gillettefoamyshavementhol175g_030600331_main.jpg
17,17,http://www.primeonline.com.sg/,Charm Pantyliner Pure Style Double Fresh (Perfumed),2.95,http://www.primeonline.com.sg/charm-pantliner-pure-style-double-fresh-perfumed.html,https://www.primeonline.com.sg/media/catalog/product/cache/1/small_image/204x204/040ec09b1e35df139433887a97daa66f/c/h/charmpantylinerdoublefresh52s_031500303_main_2.jpg,,Charm,Prime Supermarket,prime-supermarket,,,52 s,https://www.primeonline.com.sg/media/catalog/product/cache/1/image/340x340/040ec09b1e35df139433887a97daa66f/c/h/charmpantylinerdoublefresh52s_031500303_main_2.jpg,31500303,True,,Charm Pantyliner Pure Style Double Fresh (Perfumed),charmpantylinerdoublefresh52s_031500303_main_2.jpg
18,18,http://www.primeonline.com.sg/,Charm Pantyliner Pure Style Luxury Ylang Ylang,2.35,http://www.primeonline.com.sg/charm-pantliner-pure-style-luxury-ylang-ylang.html,https://www.primeonline.com.sg/media/catalog/product/cache/1/small_image/204x204/040ec09b1e35df139433887a97daa66f/c/h/charmpantylinerluxuryylangylang40s_031500300_main_2.jpg,,Charm,Prime Supermarket,prime-supermarket,,,40 s,https://www.primeonline.com.sg/media/catalog/product/cache/1/image/340x340/040ec09b1e35df139433887a97daa66f/c/h/charmpantylinerluxuryylangylang40s_031500300_main_2.jpg,31500300,True,,Charm Pantyliner Pure Style Luxury Ylang Ylang,charmpantylinerluxuryylangylang40s_031500300_main_2.jpg
19,19,http://www.primeonline.com.sg/,Carefree Breathable Liners (Unscented),2.65,http://www.primeonline.com.sg/carefree-breathable-liners-unscented.html,https://www.primeonline.com.sg/media/catalog/product/cache/1/small_image/204x204/040ec09b1e35df139433887a97daa66f/c/a/carefreebreathableunscentedpl40s_031500298_main.jpg,,Carefree,Prime Supermarket,prime-supermarket,1.9,,40 s,https://www.primeonline.com.sg/media/catalog/product/cache/1/image/340x340/040ec09b1e35df139433887a97daa66f/c/a/carefreebreathableunscentedpl40s_031500298_main.jpg,31500298,True,,Carefree Breathable Liners (Unscented),carefreebreathableunscentedpl40s_031500298_main.jpg
20,20,http://www.primeonline.com.sg/,Nestle Ice Cream Milo,6.5,http://www.primeonline.com.sg/nestle-ice-cream-milo.html,https://www.primeonline.com.sg/media/catalog/product/cache/1/small_image/204x204/040ec09b1e35df139433887a97daa66f/n/e/nestleicecreammilo750ml_010700102_main.jpg,,Milo,Prime Supermarket,prime-supermarket,,,750 ml,https://www.primeonline.com.sg/media/catalog/product/cache/1/image/340x340/040ec09b1e35df139433887a97daa66f/n/e/nestleicecreammilo750ml_010700102_main.jpg,10700102,True,,Nestle Ice Cream Milo,nestleicecreammilo750ml_010700102_main.jpg
21,21,http://www.primeonline.com.sg/,Certainty Regular Pack (M),7.3,http://www.primeonline.com.sg/certainty-regular-pack-m.html,https://www.primeonline.com.sg/media/catalog/product/cache/1/small_image/204x204/040ec09b1e35df139433887a97daa66f/c/e/certainitydisposableadultdiapersmedium10s_032600018_main_3.jpg,,Kotex,Prime Supermarket,prime-supermarket,,,10 s,https://www.primeonline.com.sg/media/catalog/product/cache/1/image/340x340/040ec09b1e35df139433887a97daa66f/c/e/certainitydisposableadultdiapersmedium10s_032600018_main_3.jpg,32600018,True,,Certainty Regular Pack (M),certainitydisposableadultdiapersmedium10s_032600018_main_3.jpg
22,22,http://www.primeonline.com.sg/,Laurier Active Day Double Comfort Soft Wing,2.3,http://www.primeonline.com.sg/laurier-active-day-double-comfort-super-slim-wing.html,https://www.primeonline.com.sg/media/catalog/product/cache/1/small_image/204x204/040ec09b1e35df139433887a97daa66f/l/a/laurieractivedoublecomfortdatsuperslimewing18s_031500264_main.jpg,,Laurier,Prime Supermarket,prime-supermarket,,,18s,https://www.primeonline.com.sg/media/catalog/product/cache/1/image/340x340/040ec09b1e35df139433887a97daa66f/l/a/laurieractivedoublecomfortdatsuperslimewing18s_031500264_main.jpg,31500264,False,,Laurier Active Day Double Comfort Soft Wing,laurieractivedoublecomfortdatsuperslimewing18s_031500264_main.jpg
23,23,http://www.primeonline.com.sg/,Laurier Active Day - Super Maxi (Indonesia),1.9,http://www.primeonline.com.sg/laurier-active-day-super-maxi-indonesia.html,https://www.primeonline.com.sg/media/catalog/product/cache/1/small_image/204x204/040ec09b1e35df139433887a97daa66f/l/a/laurieractivedaysupermaxi20s_031500061_main_2.jpg,,Laurier,Prime Supermarket,prime-supermarket,,,20 s,https://www.primeonline.com.sg/media/catalog/product/cache/1/image/340x340/040ec09b1e35df139433887a97daa66f/l/a/laurieractivedaysupermaxi20s_031500061_main_2.jpg,31500061,False,,Laurier Active Day - Super Maxi (Indonesia),laurieractivedaysupermaxi20s_031500061_main_2.jpg
24,24,http://www.primeonline.com.sg/,Laurier Super Slimguard Day Pads (Wing),4.5,http://www.primeonline.com.sg/kao-laurier-super-slimguard-day-pads-wing.html,https://www.primeonline.com.sg/media/catalog/product/cache/1/small_image/204x204/040ec09b1e35df139433887a97daa66f/s/i/singuardlauriersuperslimgwingnight20s_031500205_main.jpg,,Laurier,Prime Supermarket,prime-supermarket,,,14s,https://www.primeonline.com.sg/media/catalog/product/cache/1/image/340x340/040ec09b1e35df139433887a97daa66f/s/i/singuardlauriersuperslimgwingnight20s_031500205_main.jpg,31500205,True,,Laurier Super Slimguard Day Pads (Wing),singuardlauriersuperslimgwingnight20s_031500205_main.jpg
25,25,http://www.primeonline.com.sg/,Hibis Cotton Bud,1.3,http://www.primeonline.com.sg/hibis-cotton-bud.html,https://www.primeonline.com.sg/media/catalog/product/cache/1/small_image/204x204/040ec09b1e35df139433887a97daa66f/h/i/hibiscottonbud_030100257_main.jpg,,Hibis,Prime Supermarket,prime-supermarket,,,100 s,https://www.primeonline.com.sg/media/catalog/product/cache/1/image/340x340/040ec09b1e35df139433887a97daa66f/h/i/hibiscottonbud_030100257_main.jpg,30100257,True,,Hibis Cotton Bud,hibiscottonbud_030100257_main.jpg
26,26,http://www.primeonline.com.sg/,Laurier Panty Liners (Active Fit) - Slim (Non Perfumed),2.5,http://www.primeonline.com.sg/laurier-panty-liners-active-fit-slim-non-perfumed.html,https://www.primeonline.com.sg/media/catalog/product/cache/1/small_image/204x204/040ec09b1e35df139433887a97daa66f/l/a/laurierpantylinerslim40s_031500110_main_2.jpg,,Laurier,Prime Supermarket,prime-supermarket,,,40 s,https://www.primeonline.com.sg/media/catalog/product/cache/1/image/340x340/040ec09b1e35df139433887a97daa66f/l/a/laurierpantylinerslim40s_031500110_main_2.jpg,31500110,True,,Laurier Panty Liners (Active Fit) - Slim (Non Perfumed),laurierpantylinerslim40s_031500110_main_2.jpg
27,27,http://www.primeonline.com.sg/,Gillette Fusion Power Cartridge Refill,27.9,http://www.primeonline.com.sg/gillette-cartridge-refill-fusion-power.html,https://www.primeonline.com.sg/media/catalog/product/cache/1/small_image/204x204/040ec09b1e35df139433887a97daa66f/g/i/gillettefushionpower4s_030600015_main_2.jpg,,Gillette,Prime Supermarket,prime-supermarket,19.5,,4 s,https://www.primeonline.com.sg/media/catalog/product/cache/1/image/340x340/040ec09b1e35df139433887a97daa66f/g/i/gillettefushionpower4s_030600015_main_2.jpg,30600015,True,,Gillette Fusion Power Cartridge Refill,gillettefushionpower4s_030600015_main_2.jpg
28,28,http://www.primeonline.com.sg/,Laurier Active Day Double Comfort Non Wing,1.8,http://www.primeonline.com.sg/laurier-active-day-double-comfort-super-slim-non-wing.html,https://www.primeonline.com.sg/media/catalog/product/cache/1/small_image/204x204/040ec09b1e35df139433887a97daa66f/l/a/laurieractivedoublecomfortdaynonwing18s_031500258_main.jpg,,Laurier,Prime Supermarket,prime-supermarket,,,18s,https://www.primeonline.com.sg/media/catalog/product/cache/1/image/340x340/040ec09b1e35df139433887a97daa66f/l/a/laurieractivedoublecomfortdaynonwing18s_031500258_main.jpg,31500258,True,,Laurier Active Day Double Comfort Non Wing,laurieractivedoublecomfortdaynonwing18s_031500258_main.jpg
29,29,http://www.primeonline.com.sg/,Enchanteur Body Mist Romantic,3.2,http://www.primeonline.com.sg/enchanteur-body-mist-romantic.html,https://www.primeonline.com.sg/media/catalog/product/cache/1/small_image/204x204/040ec09b1e35df139433887a97daa66f/e/n/enchanteurbodymist75ml_030700239_main.jpg,,Enchanteur,Prime Supermarket,prime-supermarket,,,75 ml,https://www.primeonline.com.sg/media/catalog/product/cache/1/image/340x340/040ec09b1e35df139433887a97daa66f/e/n/enchanteurbodymist75ml_030700239_main.jpg,30700239,False,,Enchanteur Body Mist Romantic,enchanteurbodymist75ml_030700239_main.jpg
30,30,http://www.primeonline.com.sg/,Kotex Style - Slim Wing,2.3,http://www.primeonline.com.sg/kotex-style-slim-wing.html,https://www.primeonline.com.sg/media/catalog/product/cache/1/small_image/204x204/040ec09b1e35df139433887a97daa66f/k/o/kotexstyleslimwingsmooth10s_031500137_main.jpg,,Kotex,Prime Supermarket,prime-supermarket,,,10 s,https://www.primeonline.com.sg/media/catalog/product/cache/1/image/340x340/040ec09b1e35df139433887a97daa66f/k/o/kotexstyleslimwingsmooth10s_031500137_main.jpg,31500137,True,,Kotex Style - Slim Wing,kotexstyleslimwingsmooth10s_031500137_main.jpg
31,31,http://www.primeonline.com.sg/,Hibis Extra Soft Facial Cotton,1.7,http://www.primeonline.com.sg/hibis-extra-soft-facial-cotton.html,https://www.primeonline.com.sg/media/catalog/product/cache/1/small_image/204x204/040ec09b1e35df139433887a97daa66f/h/i/hibisfacialcotton160s_030600239_main.jpg,,Hibis,Prime Supermarket,prime-supermarket,,,160s,https://www.primeonline.com.sg/media/catalog/product/cache/1/image/340x340/040ec09b1e35df139433887a97daa66f/h/i/hibisfacialcotton160s_030600239_main.jpg,30600239,True,,Hibis Extra Soft Facial Cotton,hibisfacialcotton160s_030600239_main.jpg
32,32,http://www.primeonline.com.sg/,Kotex Style - Slim,1.75,http://www.primeonline.com.sg/kotex-style-slim.html,https://www.primeonline.com.sg/media/catalog/product/cache/1/small_image/204x204/040ec09b1e35df139433887a97daa66f/k/o/kotexstyleslim10s_031500135_main.jpg,,Kotex,Prime Supermarket,prime-supermarket,,,10 s,https://www.primeonline.com.sg/media/catalog/product/cache/1/image/340x340/040ec09b1e35df139433887a97daa66f/k/o/kotexstyleslim10s_031500135_main.jpg,31500135,True,,Kotex Style - Slim,kotexstyleslim10s_031500135_main.jpg
33,33,http://www.primeonline.com.sg/,Kotex Soft & Smooth - Slim Wing (24cm),5.95,http://www.primeonline.com.sg/kotex-soft-smooth-slim-wing-24cm.html,https://www.primeonline.com.sg/media/catalog/product/cache/1/small_image/204x204/040ec09b1e35df139433887a97daa66f/k/o/kotexsoft_smooth26s_031500311_main.jpg,,Kotex,Prime Supermarket,prime-supermarket,,,26s,https://www.primeonline.com.sg/media/catalog/product/cache/1/image/340x340/040ec09b1e35df139433887a97daa66f/k/o/kotexsoft_smooth26s_031500311_main.jpg,31500311,True,,Kotex Soft & Smooth - Slim Wing (24cm),kotexsoft_smooth26s_031500311_main.jpg
34,34,http://www.primeonline.com.sg/,Kotex Soft & Smooth (Maxi-Plus) - Non-Wing,2.3,http://www.primeonline.com.sg/kotex-soft-smooth-maxi-plus-with-designs-non-wing.html,https://www.primeonline.com.sg/media/catalog/product/cache/1/small_image/204x204/040ec09b1e35df139433887a97daa66f/k/o/kotexmaxiplussoftsmooth20s_031500144_main.jpg,,Kotex,Prime Supermarket,prime-supermarket,,,20 s,https://www.primeonline.com.sg/media/catalog/product/cache/1/image/340x340/040ec09b1e35df139433887a97daa66f/k/o/kotexmaxiplussoftsmooth20s_031500144_main.jpg,31500144,False,,Kotex Soft & Smooth (Maxi-Plus) - Non-Wing,kotexmaxiplussoftsmooth20s_031500144_main.jpg
35,35,http://www.primeonline.com.sg/,Kotex Luxe Ultrathin Pads (Wing),5.95,http://www.primeonline.com.sg/kotex-luxe-ultrathin-pads-wing.html,https://www.primeonline.com.sg/media/catalog/product/cache/1/small_image/204x204/040ec09b1e35df139433887a97daa66f/k/o/kotexluxeultrathinwingregular24cmx16s_031500323_main.jpg,,Kotex,Prime Supermarket,prime-supermarket,,,16s,https://www.primeonline.com.sg/media/catalog/product/cache/1/image/340x340/040ec09b1e35df139433887a97daa66f/k/o/kotexluxeultrathinwingregular24cmx16s_031500323_main.jpg,31500323,True,,Kotex Luxe Ultrathin Pads (Wing),kotexluxeultrathinwingregular24cmx16s_031500323_main.jpg
36,36,http://www.primeonline.com.sg/,Kotex Style Pads Overnight Wing,2.85,http://www.primeonline.com.sg/kotex-style-pads-overnight-wing.html,https://www.primeonline.com.sg/media/catalog/product/cache/1/small_image/204x204/040ec09b1e35df139433887a97daa66f/k/o/kotexstyleovernightwing10s_031500133_main.jpg,,Kotex,Prime Supermarket,prime-supermarket,,,10 s,https://www.primeonline.com.sg/media/catalog/product/cache/1/image/340x340/040ec09b1e35df139433887a97daa66f/k/o/kotexstyleovernightwing10s_031500133_main.jpg,31500133,True,,Kotex Style Pads Overnight Wing,kotexstyleovernightwing10s_031500133_main.jpg
37,37,http://www.primeonline.com.sg/,Kotex Luxe Ultrathin Heavy Flow Pads (Wing),5.95,http://www.primeonline.com.sg/kotex-luxe-ultrathin-heavy-flow-pads-wing.html,https://www.primeonline.com.sg/media/catalog/product/cache/1/small_image/204x204/040ec09b1e35df139433887a97daa66f/k/o/kotexluxeultrathinwingovernight28cmx14s__031500322_main.jpg,,Kotex,Prime Supermarket,prime-supermarket,,,14s,https://www.primeonline.com.sg/media/catalog/product/cache/1/image/340x340/040ec09b1e35df139433887a97daa66f/k/o/kotexluxeultrathinwingovernight28cmx14s__031500322_main.jpg,31500322,True,,Kotex Luxe Ultrathin Heavy Flow Pads (Wing),kotexluxeultrathinwingovernight28cmx14s__031500322_main.jpg
38,38,http://www.primeonline.com.sg/,Kotex Fresh Panty Liners - Longer & Wider,3.15,http://www.primeonline.com.sg/kotex-fresh-panty-liners-longer-wider.html,https://www.primeonline.com.sg/media/catalog/product/cache/1/small_image/204x204/040ec09b1e35df139433887a97daa66f/k/o/kotexfreshpantyliners32s_031500245_main_2.jpg,,Kotex,Prime Supermarket,prime-supermarket,,,32s,https://www.primeonline.com.sg/media/catalog/product/cache/1/image/340x340/040ec09b1e35df139433887a97daa66f/k/o/kotexfreshpantyliners32s_031500245_main_2.jpg,31500245,True,,Kotex Fresh Panty Liners - Longer & Wider,kotexfreshpantyliners32s_031500245_main_2.jpg
39,39,http://www.primeonline.com.sg/,Huiji Waist Tonic,49.7,http://www.primeonline.com.sg/huiji-waist-tonic.html,https://www.primeonline.com.sg/media/catalog/product/cache/1/small_image/204x204/040ec09b1e35df139433887a97daa66f/h/u/huijiwaisttonic700ml_022100358_main_2.jpg,,Huiji,Prime Supermarket,prime-supermarket,,,700 ml,https://www.primeonline.com.sg/media/catalog/product/cache/1/image/340x340/040ec09b1e35df139433887a97daa66f/h/u/huijiwaisttonic700ml_022100358_main_2.jpg,22100358,True,,Huiji Waist Tonic,huijiwaisttonic700ml_022100358_main_2.jpg
40,40,http://www.primeonline.com.sg/,Brand's Innershine Berry Essence,14.9,http://www.primeonline.com.sg/brand-s-innershine-berry-essence.html,https://www.primeonline.com.sg/media/catalog/product/cache/1/small_image/204x204/040ec09b1e35df139433887a97daa66f/b/r/brandsinnershine6sx42ml_022100485_main.jpg,,Kotex,Prime Supermarket,prime-supermarket,,,6s x 42ml,https://www.primeonline.com.sg/media/catalog/product/cache/1/image/340x340/040ec09b1e35df139433887a97daa66f/b/r/brandsinnershine6sx42ml_022100485_main.jpg,22100485,True,,Brand's Innershine Berry Essence,brandsinnershine6sx42ml_022100485_main.jpg
41,41,http://www.primeonline.com.sg/,Brand's Essence Of Chicken Cordyceps,22.5,http://www.primeonline.com.sg/brand-s-essence-of-chicken-cordyceps.html,https://www.primeonline.com.sg/media/catalog/product/cache/1/small_image/204x204/040ec09b1e35df139433887a97daa66f/b/r/brandseoccdcp6_1x68ml_022100393_main.jpg,,Kotex,Prime Supermarket,prime-supermarket,,,7s x 68ml,https://www.primeonline.com.sg/media/catalog/product/cache/1/image/340x340/040ec09b1e35df139433887a97daa66f/b/r/brandseoccdcp6_1x68ml_022100393_main.jpg,22100393,True,,Brand's Essence Of Chicken Cordyceps,brandseoccdcp6_1x68ml_022100393_main.jpg
42,42,http://www.primeonline.com.sg/,Kotex Soft & Smooth Slim Pads (Wing),2.4,http://www.primeonline.com.sg/kotex-soft-smooth-slim-pads-wing.html,https://www.primeonline.com.sg/media/catalog/product/cache/1/small_image/204x204/040ec09b1e35df139433887a97daa66f/k/o/kotexsoftandsmoothslimwing16s_031500147_main.jpg,,Kotex,Prime Supermarket,prime-supermarket,,,16s,https://www.primeonline.com.sg/media/catalog/product/cache/1/image/340x340/040ec09b1e35df139433887a97daa66f/k/o/kotexsoftandsmoothslimwing16s_031500147_main.jpg,31500147,True,,Kotex Soft & Smooth Slim Pads (Wing),kotexsoftandsmoothslimwing16s_031500147_main.jpg
